INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-09-28T07:00:00-00:00,2025-09-28T08:00:00-00:00,2025-09-28,1,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,60.79189,1
2025-09-28T08:00:00-00:00,2025-09-28T09:00:00-00:00,2025-09-28,2,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,21.34453,1
2025-09-28T09:00:00-00:00,2025-09-28T10:00:00-00:00,2025-09-28,3,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,12.43554,1
2025-09-28T10:00:00-00:00,2025-09-28T11:00:00-00:00,2025-09-28,4,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,5.47627,1
2025-09-28T11:00:00-00:00,2025-09-28T12:00:00-00:00,2025-09-28,5,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,3.33483,1
2025-09-28T12:00:00-00:00,2025-09-28T13:00:00-00:00,2025-09-28,6,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,5.86558,1
2025-09-28T13:00:00-00:00,2025-09-28T14:00:00-00:00,2025-09-28,7,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,60.093,1
2025-09-28T14:00:00-00:00,2025-09-28T15:00:00-00:00,2025-09-28,8,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,73.97535,1
2025-09-28T15:00:00-00:00,2025-09-28T16:00:00-00:00,2025-09-28,9,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,88.0418,1
2025-09-28T16:00:00-00:00,2025-09-28T17:00:00-00:00,2025-09-28,10,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,108.86126,1
2025-09-28T17:00:00-00:00,2025-09-28T18:00:00-00:00,2025-09-28,11,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,117.02534,1
2025-09-28T18:00:00-00:00,2025-09-28T19:00:00-00:00,2025-09-28,12,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,107.31775,1
2025-09-28T19:00:00-00:00,2025-09-28T20:00:00-00:00,2025-09-28,13,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,96.67053,1
2025-09-28T20:00:00-00:00,2025-09-28T21:00:00-00:00,2025-09-28,14,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,133.69671,1
2025-09-28T21:00:00-00:00,2025-09-28T22:00:00-00:00,2025-09-28,15,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,134.83042,1
2025-09-28T22:00:00-00:00,2025-09-28T23:00:00-00:00,2025-09-28,16,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,176.26637,1
2025-09-28T23:00:00-00:00,2025-09-29T00:00:00-00:00,2025-09-28,17,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,134.93824,1
2025-09-29T00:00:00-00:00,2025-09-29T01:00:00-00:00,2025-09-28,18,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,177.8992,1
2025-09-29T01:00:00-00:00,2025-09-29T02:00:00-00:00,2025-09-28,19,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,101.66838,1
2025-09-29T02:00:00-00:00,2025-09-29T03:00:00-00:00,2025-09-28,20,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,36.65517,1
2025-09-28T16:00:00-00:00,2025-09-28T17:00:00-00:00,2025-09-28,10,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,268.62274,2
2025-09-28T17:00:00-00:00,2025-09-28T18:00:00-00:00,2025-09-28,11,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,67.13773,2
2025-09-28T18:00:00-00:00,2025-09-28T19:00:00-00:00,2025-09-28,12,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,6.18599,2
2025-09-28T22:00:00-00:00,2025-09-28T23:00:00-00:00,2025-09-28,16,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,47.68594,2
2025-09-28T14:00:00-00:00,2025-09-28T15:00:00-00:00,2025-09-28,8,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,17.76472,3
2025-09-28T15:00:00-00:00,2025-09-28T16:00:00-00:00,2025-09-28,9,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,223.62073,3
2025-09-28T16:00:00-00:00,2025-09-28T17:00:00-00:00,2025-09-28,10,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,141.89922,3
2025-09-28T17:00:00-00:00,2025-09-28T18:00:00-00:00,2025-09-28,11,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,283.54267,3
2025-09-28T18:00:00-00:00,2025-09-28T19:00:00-00:00,2025-09-28,12,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,312.57241,3
2025-09-28T19:00:00-00:00,2025-09-28T20:00:00-00:00,2025-09-28,13,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,337.24606,3
2025-09-28T20:00:00-00:00,2025-09-28T21:00:00-00:00,2025-09-28,14,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,347.95381,3
2025-09-28T21:00:00-00:00,2025-09-28T22:00:00-00:00,2025-09-28,15,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,343.04313,3
2025-09-28T22:00:00-00:00,2025-09-28T23:00:00-00:00,2025-09-28,16,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,321.34917,3
2025-09-28T23:00:00-00:00,2025-09-29T00:00:00-00:00,2025-09-28,17,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,298.14813,3
2025-09-29T00:00:00-00:00,2025-09-29T01:00:00-00:00,2025-09-28,18,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,64.00893,3
2025-09-28T14:00:00-00:00,2025-09-28T15:00:00-00:00,2025-09-28,8,0,Hourly,DAM,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,PG1 GATES-LOSBNS_1 500,74.36865,4
2025-09-28T15:00:00-00:00,2025-09-28T16:00:00-00:00,2025-09-28,9,0,Hourly,DAM,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,PG1 GATES-LOSBNS_1 500,221.51621,4
2025-09-28T16:00:00-00:00,2025-09-28T17:00:00-00:00,2025-09-28,10,0,Hourly,DAM,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,PG1 GATES-LOSBNS_1 500,158.06595,4
2025-09-28T17:00:00-00:00,2025-09-28T18:00:00-00:00,2025-09-28,11,0,Hourly,DAM,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,PG1 GATES-LOSBNS_1 500,164.51324,4
2025-09-28T18:00:00-00:00,2025-09-28T19:00:00-00:00,2025-09-28,12,0,Hourly,DAM,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,PG1 GATES-LOSBNS_1 500,133.45193,4
2025-09-28T19:00:00-00:00,2025-09-28T20:00:00-00:00,2025-09-28,13,0,Hourly,DAM,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,30790_PANOCHE _230_30900_GATES   _230_BR_2 _1,PG1 GATES-LOSBNS_1 500,157.66496,4
