INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-06-30T22:00:00-00:00,2025-06-30T23:00:00-00:00,2025-06-30,16,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,9.95782,1
2025-06-30T23:00:00-00:00,2025-07-01T00:00:00-00:00,2025-06-30,17,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,54.24631,1
2025-07-01T00:00:00-00:00,2025-07-01T01:00:00-00:00,2025-06-30,18,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,93.6446,1
2025-07-01T01:00:00-00:00,2025-07-01T02:00:00-00:00,2025-06-30,19,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,68.27967,1
2025-07-01T02:00:00-00:00,2025-07-01T03:00:00-00:00,2025-06-30,20,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,66.46907,1
2025-07-01T03:00:00-00:00,2025-07-01T04:00:00-00:00,2025-06-30,21,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,27.77665,1
2025-07-01T04:00:00-00:00,2025-07-01T05:00:00-00:00,2025-06-30,22,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,20.08085,1
2025-06-30T15:00:00-00:00,2025-06-30T16:00:00-00:00,2025-06-30,9,0,Hourly,DAM,22884_WARNERS _69.0_22688_RINCON  _69.0_BR_1 _1,22884_WARNERS _69.0_22688_RINCON  _69.0_BR_1 _1,SD1 ASH-FELCTA-VLCNTR 69,7.633,2
2025-06-30T15:00:00-00:00,2025-06-30T16:00:00-00:00,2025-06-30,9,0,Hourly,DAM,22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1,22884_WARNERS _69.0_22736_SANTYSBL_69.0_BR_1 _1,SD1 ASH-FELCTA-VLCNTR 69,0.05121,3
2025-06-30T18:00:00-00:00,2025-06-30T19:00:00-00:00,2025-06-30,12,0,Hourly,DAM,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,SC1 MESAS 500-230 BK2AA,15.6553,4
2025-06-30T19:00:00-00:00,2025-06-30T20:00:00-00:00,2025-06-30,13,0,Hourly,DAM,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,SC1 MESAS 500-230 BK2AA,66.13807,4
2025-06-30T20:00:00-00:00,2025-06-30T21:00:00-00:00,2025-06-30,14,0,Hourly,DAM,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,SC1 MESAS 500-230 BK2AA,67.07039,4
2025-06-30T21:00:00-00:00,2025-06-30T22:00:00-00:00,2025-06-30,15,0,Hourly,DAM,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,SC1 MESAS 500-230 BK2AA,75.15323,4
2025-06-30T22:00:00-00:00,2025-06-30T23:00:00-00:00,2025-06-30,16,0,Hourly,DAM,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,SC1 MESAS 500-230 BK2AA,115.28747,4
2025-06-30T23:00:00-00:00,2025-07-01T00:00:00-00:00,2025-06-30,17,0,Hourly,DAM,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,24091_MESA CAL_230_24076_LAGUBELL_230_BR_2_1,SC1 MESAS 500-230 BK2AA,47.90525,4
2025-06-30T18:00:00-00:00,2025-06-30T19:00:00-00:00,2025-06-30,12,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,3.80149,5
