INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2026-01-26T07:00:00-00:00,2026-01-26T08:00:00-00:00,2026-01-25,24,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,62.12573,1
2026-01-26T07:00:00-00:00,2026-01-26T08:00:00-00:00,2026-01-25,24,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,PG1 MIDWAY BUS 2 500,35.16744,2
2026-01-26T07:00:00-00:00,2026-01-26T08:00:00-00:00,2026-01-25,24,0,Hourly,DAM,31486_CARIBOU _115_30255_CARBOU M_ 1.0_XF_11,31486_CARIBOU _115_30255_CARBOU M_ 1.0_XF_11,Base Case,38.01634,3
2026-01-26T07:00:00-00:00,2026-01-26T08:00:00-00:00,2026-01-25,24,0,Hourly,DAM,33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1,33543_AEC_TP2 _115_33540_TESLA   _115_BR_1 _1,PG1 TESLA-SCHLTE_1 115_M,21.84872,4
2026-01-26T07:00:00-00:00,2026-01-26T08:00:00-00:00,2026-01-25,24,0,Hourly,DAM,7690-CONTRL-INYOKN_EXP_NG,7690-CONTRL-INYOKN_EXP_NG,Base Case,-88.44442,5
2026-01-26T07:00:00-00:00,2026-01-26T08:00:00-00:00,2026-01-25,24,0,Hourly,DAM,HUMBOLDT_EXP_NG,HUMBOLDT_EXP_NG,Base Case,-22.84515,6
2026-01-26T08:00:00-00:00,2026-01-26T09:00:00-00:00,2026-01-26,1,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,150.95669,7
2026-01-26T09:00:00-00:00,2026-01-26T10:00:00-00:00,2026-01-26,2,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,73.81547,7
2026-01-26T11:00:00-00:00,2026-01-26T12:00:00-00:00,2026-01-26,4,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,58.10376,7
2026-01-26T12:00:00-00:00,2026-01-26T13:00:00-00:00,2026-01-26,5,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,13.93209,7
