INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2026-02-25T07:00:00-00:00,2026-02-25T08:00:00-00:00,2026-02-24,24,0,Hourly,DAM,7690-CONTRL-INYOKN_EXP_NG,7690-CONTRL-INYOKN_EXP_NG,Base Case,-25.03595,1
2026-02-26T01:00:00-00:00,2026-02-26T02:00:00-00:00,2026-02-25,18,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,3.97695,2
2026-02-26T02:00:00-00:00,2026-02-26T03:00:00-00:00,2026-02-25,19,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,2.59751,2
2026-02-26T03:00:00-00:00,2026-02-26T04:00:00-00:00,2026-02-25,20,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,15.07264,2
2026-02-26T04:00:00-00:00,2026-02-26T05:00:00-00:00,2026-02-25,21,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,3.19705,2
2026-02-26T05:00:00-00:00,2026-02-26T06:00:00-00:00,2026-02-25,22,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,1.18657,2
2026-02-25T22:00:00-00:00,2026-02-25T23:00:00-00:00,2026-02-25,15,0,Hourly,DAM,22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,SD1 SXCYN-SCRIPS 69,0.05904,3
2026-02-25T23:00:00-00:00,2026-02-26T00:00:00-00:00,2026-02-25,16,0,Hourly,DAM,22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,22644_PENSQTOS_69.0_22492_MIRAMRTP_69.0_BR_1 _1,SD1 SXCYN-SCRIPS 69,0.8131,3
2026-02-25T15:00:00-00:00,2026-02-25T16:00:00-00:00,2026-02-25,8,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,11.26863,4
2026-02-25T16:00:00-00:00,2026-02-25T17:00:00-00:00,2026-02-25,9,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,18.04533,4
2026-02-25T17:00:00-00:00,2026-02-25T18:00:00-00:00,2026-02-25,10,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,11.73753,4
2026-02-25T18:00:00-00:00,2026-02-25T19:00:00-00:00,2026-02-25,11,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,12.40587,4
2026-02-25T19:00:00-00:00,2026-02-25T20:00:00-00:00,2026-02-25,12,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,11.29745,4
2026-02-25T20:00:00-00:00,2026-02-25T21:00:00-00:00,2026-02-25,13,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,11.04338,4
2026-02-25T21:00:00-00:00,2026-02-25T22:00:00-00:00,2026-02-25,14,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,7.74029,4
2026-02-25T22:00:00-00:00,2026-02-25T23:00:00-00:00,2026-02-25,15,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,10.88992,4
2026-02-25T23:00:00-00:00,2026-02-26T00:00:00-00:00,2026-02-25,16,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,11.14202,4
2026-02-26T02:00:00-00:00,2026-02-26T03:00:00-00:00,2026-02-25,19,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,0.04682,4
2026-02-26T03:00:00-00:00,2026-02-26T04:00:00-00:00,2026-02-25,20,0,Hourly,DAM,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,24801_DEVERS  _500_24804_DEVERS  _230_XF_2 _P,SC1 SERRAN-VALLEY_1 500,0.07146,4
2026-02-25T16:00:00-00:00,2026-02-25T17:00:00-00:00,2026-02-25,9,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,PG1 MIDWAY BUS 2 500_M,2.6326,5
2026-02-25T17:00:00-00:00,2026-02-25T18:00:00-00:00,2026-02-25,10,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,PG1 MIDWAY BUS 2 500_M,4.70973,5
2026-02-25T18:00:00-00:00,2026-02-25T19:00:00-00:00,2026-02-25,11,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,PG1 MIDWAY BUS 2 500_M,3.8099,5
2026-02-25T15:00:00-00:00,2026-02-25T16:00:00-00:00,2026-02-25,8,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,21.37017,6
2026-02-25T16:00:00-00:00,2026-02-25T17:00:00-00:00,2026-02-25,9,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,53.25313,6
2026-02-25T17:00:00-00:00,2026-02-25T18:00:00-00:00,2026-02-25,10,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,40.55558,6
2026-02-25T18:00:00-00:00,2026-02-25T19:00:00-00:00,2026-02-25,11,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,28.89023,6
2026-02-25T19:00:00-00:00,2026-02-25T20:00:00-00:00,2026-02-25,12,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,22.37824,6
2026-02-25T20:00:00-00:00,2026-02-25T21:00:00-00:00,2026-02-25,13,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,37.75925,6
2026-02-25T21:00:00-00:00,2026-02-25T22:00:00-00:00,2026-02-25,14,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,56.36567,6
2026-02-25T22:00:00-00:00,2026-02-25T23:00:00-00:00,2026-02-25,15,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,69.86372,6
2026-02-25T23:00:00-00:00,2026-02-26T00:00:00-00:00,2026-02-25,16,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,63.85786,6
2026-02-26T00:00:00-00:00,2026-02-26T01:00:00-00:00,2026-02-25,17,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,33.82857,6
2026-02-26T01:00:00-00:00,2026-02-26T02:00:00-00:00,2026-02-25,18,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,26.32501,6
2026-02-26T02:00:00-00:00,2026-02-26T03:00:00-00:00,2026-02-25,19,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,30.57298,6
2026-02-26T04:00:00-00:00,2026-02-26T05:00:00-00:00,2026-02-25,21,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_13,30735_METCALF _230_30042_METCALF _500_XF_13,PG1 METCLF 500-230 BK11,5.36883,6
2026-02-25T17:00:00-00:00,2026-02-25T18:00:00-00:00,2026-02-25,10,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,9.04491,7
