INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-06-01T03:00:00-00:00,2025-06-01T04:00:00-00:00,2025-05-31,21,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,13.63946,1
2025-05-31T13:00:00-00:00,2025-05-31T14:00:00-00:00,2025-05-31,7,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,24.8672,2
2025-05-31T14:00:00-00:00,2025-05-31T15:00:00-00:00,2025-05-31,8,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,14.98496,2
2025-05-31T15:00:00-00:00,2025-05-31T16:00:00-00:00,2025-05-31,9,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,6.09351,2
2025-05-31T16:00:00-00:00,2025-05-31T17:00:00-00:00,2025-05-31,10,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,7.42168,2
2025-05-31T17:00:00-00:00,2025-05-31T18:00:00-00:00,2025-05-31,11,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,5.02252,2
2025-05-31T20:00:00-00:00,2025-05-31T21:00:00-00:00,2025-05-31,14,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,8.8318,2
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,31.06501,2
2025-05-31T22:00:00-00:00,2025-05-31T23:00:00-00:00,2025-05-31,16,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,77.82555,2
2025-05-31T23:00:00-00:00,2025-06-01T00:00:00-00:00,2025-05-31,17,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,81.78629,2
2025-06-01T00:00:00-00:00,2025-06-01T01:00:00-00:00,2025-05-31,18,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,26.73743,2
2025-06-01T01:00:00-00:00,2025-06-01T02:00:00-00:00,2025-05-31,19,0,Hourly,DAM,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,22832_SYCAMORE_230_22652_PENSQTOS_230_BR_1 _1,SD1 BAYBLV-SLVRGT 230,9.60518,2
2025-05-31T19:00:00-00:00,2025-05-31T20:00:00-00:00,2025-05-31,13,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,8.50888,3
2025-05-31T15:00:00-00:00,2025-05-31T16:00:00-00:00,2025-05-31,9,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,43.26168,4
2025-05-31T16:00:00-00:00,2025-05-31T17:00:00-00:00,2025-05-31,10,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,37.59831,4
2025-05-31T17:00:00-00:00,2025-05-31T18:00:00-00:00,2025-05-31,11,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,33.58571,4
2025-05-31T18:00:00-00:00,2025-05-31T19:00:00-00:00,2025-05-31,12,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,16.88418,4
2025-05-31T19:00:00-00:00,2025-05-31T20:00:00-00:00,2025-05-31,13,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,29.06581,4
2025-05-31T20:00:00-00:00,2025-05-31T21:00:00-00:00,2025-05-31,14,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,35.00347,4
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,28.81329,4
2025-05-31T22:00:00-00:00,2025-05-31T23:00:00-00:00,2025-05-31,16,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,56.97328,4
2025-05-31T23:00:00-00:00,2025-06-01T00:00:00-00:00,2025-05-31,17,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,63.68823,4
2025-06-01T00:00:00-00:00,2025-06-01T01:00:00-00:00,2025-05-31,18,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,66.40377,4
2025-05-31T14:00:00-00:00,2025-05-31T15:00:00-00:00,2025-05-31,8,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,7.77702,5
2025-05-31T18:00:00-00:00,2025-05-31T19:00:00-00:00,2025-05-31,12,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,33.06718,5
2025-05-31T19:00:00-00:00,2025-05-31T20:00:00-00:00,2025-05-31,13,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,19.73052,5
2025-05-31T20:00:00-00:00,2025-05-31T21:00:00-00:00,2025-05-31,14,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,6.65321,5
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,46.10426,5
2025-05-31T22:00:00-00:00,2025-05-31T23:00:00-00:00,2025-05-31,16,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,39.15335,5
2025-05-31T23:00:00-00:00,2025-06-01T00:00:00-00:00,2025-05-31,17,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,7.00579,5
2025-06-01T00:00:00-00:00,2025-06-01T01:00:00-00:00,2025-05-31,18,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,37.33274,5
2025-05-31T15:00:00-00:00,2025-05-31T16:00:00-00:00,2025-05-31,9,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,6.66096,6
2025-06-01T05:00:00-00:00,2025-06-01T06:00:00-00:00,2025-05-31,23,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,12.3176,6
2025-06-01T06:00:00-00:00,2025-06-01T07:00:00-00:00,2025-05-31,24,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,11.44657,6
2025-05-31T14:00:00-00:00,2025-05-31T15:00:00-00:00,2025-05-31,8,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,134.89391,7
2025-05-31T15:00:00-00:00,2025-05-31T16:00:00-00:00,2025-05-31,9,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,42.20653,7
2025-05-31T16:00:00-00:00,2025-05-31T17:00:00-00:00,2025-05-31,10,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,65.39669,7
2025-05-31T18:00:00-00:00,2025-05-31T19:00:00-00:00,2025-05-31,12,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,29.94364,7
2025-05-31T20:00:00-00:00,2025-05-31T21:00:00-00:00,2025-05-31,14,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,112.94817,7
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,38.90449,7
2025-05-31T22:00:00-00:00,2025-05-31T23:00:00-00:00,2025-05-31,16,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,18.91687,7
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1,30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1,Base Case,64.39169,8
2025-05-31T22:00:00-00:00,2025-05-31T23:00:00-00:00,2025-05-31,16,0,Hourly,DAM,30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1,30765_LOSBANOS_230_30766_PADR FLT_230_BR_1 _1,Base Case,48.95438,8
2025-05-31T18:00:00-00:00,2025-05-31T19:00:00-00:00,2025-05-31,12,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,12.20691,9
2025-05-31T20:00:00-00:00,2025-05-31T21:00:00-00:00,2025-05-31,14,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,9.53812,9
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,30765_LOSBANOS_230_30790_PANOCHE _230_BR_2 _1,PG1 LOSBNS 500-230 BK1,7.85604,9
2025-05-31T16:00:00-00:00,2025-05-31T17:00:00-00:00,2025-05-31,10,0,Hourly,DAM,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,Base Case,32.26869,10
2025-05-31T17:00:00-00:00,2025-05-31T18:00:00-00:00,2025-05-31,11,0,Hourly,DAM,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,Base Case,34.09064,10
2025-05-31T18:00:00-00:00,2025-05-31T19:00:00-00:00,2025-05-31,12,0,Hourly,DAM,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,Base Case,31.44663,10
2025-05-31T19:00:00-00:00,2025-05-31T20:00:00-00:00,2025-05-31,13,0,Hourly,DAM,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,Base Case,34.77941,10
2025-05-31T20:00:00-00:00,2025-05-31T21:00:00-00:00,2025-05-31,14,0,Hourly,DAM,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,Base Case,30.19572,10
2025-05-31T21:00:00-00:00,2025-05-31T22:00:00-00:00,2025-05-31,15,0,Hourly,DAM,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,30900_GATES   _230_30889_CAFLTSSS_230_BR_1 _1,Base Case,7.79165,10
2025-05-31T07:00:00-00:00,2025-05-31T08:00:00-00:00,2025-05-31,1,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,459.36384,11
2025-05-31T08:00:00-00:00,2025-05-31T09:00:00-00:00,2025-05-31,2,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,602.52537,11
2025-05-31T09:00:00-00:00,2025-05-31T10:00:00-00:00,2025-05-31,3,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,481.14274,11
2025-05-31T10:00:00-00:00,2025-05-31T11:00:00-00:00,2025-05-31,4,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,576.90183,11
2025-05-31T11:00:00-00:00,2025-05-31T12:00:00-00:00,2025-05-31,5,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,307.23148,11
2025-05-31T12:00:00-00:00,2025-05-31T13:00:00-00:00,2025-05-31,6,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,282.36958,11
2025-05-31T13:00:00-00:00,2025-05-31T14:00:00-00:00,2025-05-31,7,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,260.53299,11
2025-05-31T14:00:00-00:00,2025-05-31T15:00:00-00:00,2025-05-31,8,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,89.24922,11
2025-05-31T23:00:00-00:00,2025-06-01T00:00:00-00:00,2025-05-31,17,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,41.46399,11
2025-06-01T00:00:00-00:00,2025-06-01T01:00:00-00:00,2025-05-31,18,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,126.88233,11
2025-06-01T01:00:00-00:00,2025-06-01T02:00:00-00:00,2025-05-31,19,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,393.02017,11
2025-06-01T02:00:00-00:00,2025-06-01T03:00:00-00:00,2025-05-31,20,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,569.65039,11
2025-06-01T03:00:00-00:00,2025-06-01T04:00:00-00:00,2025-05-31,21,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,678.51323,11
2025-06-01T04:00:00-00:00,2025-06-01T05:00:00-00:00,2025-05-31,22,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,324.18071,11
