INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-07-30T17:00:00-00:00,2025-07-30T18:00:00-00:00,2025-07-30,11,0,Hourly,DAM,22136_CLAIRMNT_69.0_22140_CLARMTTP_69.0_BR_1 _1,22136_CLAIRMNT_69.0_22140_CLARMTTP_69.0_BR_1 _1,Base Case,0.16749,1
2025-07-31T00:00:00-00:00,2025-07-31T01:00:00-00:00,2025-07-30,18,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,Base Case,41.71647,2
2025-07-30T07:00:00-00:00,2025-07-30T08:00:00-00:00,2025-07-30,1,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,0.61352,3
2025-07-31T01:00:00-00:00,2025-07-31T02:00:00-00:00,2025-07-30,19,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,175.28714,3
2025-07-31T02:00:00-00:00,2025-07-31T03:00:00-00:00,2025-07-30,20,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,163.35088,3
2025-07-31T03:00:00-00:00,2025-07-31T04:00:00-00:00,2025-07-30,21,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,133.3974,3
2025-07-31T04:00:00-00:00,2025-07-31T05:00:00-00:00,2025-07-30,22,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,87.50379,3
2025-07-31T05:00:00-00:00,2025-07-31T06:00:00-00:00,2025-07-30,23,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MIGUEL-JMACHA_1 69,21.32617,3
2025-07-30T13:00:00-00:00,2025-07-30T14:00:00-00:00,2025-07-30,7,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MURRAY-GARFLD 69,14.48291,4
2025-07-30T14:00:00-00:00,2025-07-30T15:00:00-00:00,2025-07-30,8,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MURRAY-GARFLD 69,13.78601,4
2025-07-30T15:00:00-00:00,2025-07-30T16:00:00-00:00,2025-07-30,9,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 MURRAY-GARFLD 69,11.47357,4
